0	日本	名詞,固有名詞,地域,国	0
0	で	助詞,格助詞,一般,*	0
0	は	助詞,係助詞,*,*	0
0	、	記号,読点,*,*	0
0	律令制	名詞,一般,*,*	0
0	が	助詞,格助詞,一般,*	0
0	構築	名詞,サ変接続,*,*	0
0	さ	動詞,自立,*,*	0
0	れ	動詞,接尾,*,*	0
0	た	助動詞,*,*,*	0
1	飛鳥	名詞,固有名詞,人名,姓	0
1	時代	名詞,一般,*,*	0
0	後期	名詞,一般,*,*	0
0	または	接続詞,*,*,*	0
1	奈良	名詞,固有名詞,地域,一般	0
0	時代	名詞,一般,*,*	0
0	に	助詞,格助詞,一般,*	0
0	関東	名詞,固有名詞,地域,一般	0
0	という	助詞,格助詞,連語,*	0
1	地域	名詞,一般,*,*	0
0	概念	名詞,一般,*,*	0
0	が	助詞,格助詞,一般,*	0
0	発生	名詞,サ変接続,*,*	0
0	し	動詞,自立,*,*	0
0	た	助動詞,*,*,*	0
0	。	記号,句点,*,*	0
0	この	連体詞,*,*,*	0
0	時期	名詞,副詞可能,*,*	0
0	、	記号,読点,*,*	0
0	畿内	名詞,一般,*,*	0
0	を	助詞,格助詞,一般,*	0
0	防御	名詞,サ変接続,*,*	0
0	する	動詞,自立,*,*	0
0	ため	名詞,非自立,副詞可能,*	0
0	に	助詞,格助詞,一般,*	0
1	東海道	名詞,固有名詞,地域,一般	0
1	鈴鹿	名詞,固有名詞,地域,一般	0
0	関	名詞,接尾,一般,*	0
0	、	記号,読点,*,*	0
1	東山	名詞,固有名詞,人名,姓	0
1	道	名詞,固有名詞,人名,名	0
1	不破	名詞,固有名詞,地域,一般	0
0	関	名詞,接尾,一般,*	0
0	、	記号,読点,*,*	0
1	北陸	名詞,固有名詞,地域,一般	0
1	道	名詞,接尾,一般,*	0
1	愛	名詞,接尾,一般,*	0
1	発	名詞,接尾,一般,*	0
0	関	名詞,接尾,一般,*	0
0	の	助詞,連体化,*,*	0
0	三関	名詞,固有名詞,一般,*	0
0	が	助詞,格助詞,一般,*	0
0	置か	動詞,自立,*,*	0
0	れ	動詞,接尾,*,*	0
0	た	助動詞,*,*,*	0
0	が	助詞,接続助詞,*,*	0
0	、	記号,読点,*,*	0
0	これら	名詞,代名詞,一般,*	0
0	三関	名詞,固有名詞,地域,一般	0
0	から	助詞,格助詞,一般,*	0
0	東	名詞,一般,*,*	0
0	を	助詞,格助詞,一般,*	0
0	関東	名詞,固有名詞,地域,一般	0
0	と	助詞,格助詞,一般,*	0
0	呼ん	動詞,自立,*,*	0
0	だ	助動詞,*,*,*	0
0	の	名詞,非自立,一般,*	0
0	で	助動詞,*,*,*	0
0	ある	助動詞,*,*,*	0
0	。	記号,句点,*,*	0
0	この	連体詞,*,*,*	0
0	当時	名詞,副詞可能,*,*	0
0	、	記号,読点,*,*	0
0	関東	名詞,固有名詞,地域,一般	0
0	は	助詞,係助詞,*,*	0
0	東国	名詞,一般,*,*	0
0	と	助詞,格助詞,一般,*	0
0	ほぼ	副詞,一般,*,*	0
0	同義	名詞,形容動詞語幹,*,*	0
0	で	助動詞,*,*,*	0
