1	サー	名詞,固有名詞,人名,一般	0
1	・	記号_中黒	0
1	アーサー	名詞,固有名詞,人名,名	0
1	・	記号_中黒	0
1	コナン	名詞,固有名詞,人名,名	0
1	・	記号_中黒	0
0	ドイル	名詞,固有名詞,人名,姓	0
0	(	記号_括弧開	0
1	Sir	名詞,固有名詞,組織,*	1
1	 	記号,空白,*,*	1
1	Arthur	名詞,固有名詞,組織,*	1
1	 	記号,空白,*,*	1
1	Conan	名詞,固有名詞,組織,*	1
1	 	記号,空白,*,*	1
0	Doyle	名詞,固有名詞,組織,*	1
0	、	記号,読点,*,*	0
0	本名	名詞,一般,*,*	0
0	:	名詞,サ変接続,*,*	1
1	Arthur	名詞,固有名詞,組織,*	1
1	 	記号,空白,*,*	1
1	Ignatius	名詞,固有名詞,組織,*	1
1	 	記号,空白,*,*	1
1	Conan	名詞,固有名詞,組織,*	1
1	 	記号,空白,*,*	1
0	Doyle	名詞,固有名詞,組織,*	1
0	、	記号,読点,*,*	0
1	1859	名詞,数,*,*	1
1	年	名詞,接尾,助数詞,*	0
1	5	名詞,数,*,*	1
1	月	名詞,一般,*,*	0
1	22	名詞,数,*,*	1
1	日	名詞,接尾,助数詞,*	0
1	 	記号,空白,*,*	1
1	-	記号_ハイフン	0
1	 	記号,空白,*,*	1
1	1930	名詞,数,*,*	1
1	年	名詞,接尾,助数詞,*	0
1	7	名詞,数,*,*	1
1	月	名詞,一般,*,*	0
1	7	名詞,数,*,*	1
0	日	名詞,接尾,助数詞,*	0
0	)	記号_括弧閉	0
0	は	助詞,係助詞,*,*	0
1	イギリス	名詞,固有名詞,地域,国	0
1	・	記号_中黒	0
0	スコットランド	名詞,固有名詞,地域,国	0
0	の	助詞,連体化,*,*	0
1	エディンバラ	名詞,固有名詞,地域,一般	0
0	生まれ	名詞,一般,*,*	0
0	の	助詞,連体化,*,*	0
1	小説	名詞,一般,*,*	0
0	家	名詞,接尾,一般,*	0
0	で	助詞,格助詞,一般,*	0
0	、	記号,読点,*,*	0
1	推理	名詞,サ変接続,*,*	0
0	小説	名詞,一般,*,*	0
0	・	記号_中黒	0
1	歴史	名詞,一般,*,*	0
0	小説	名詞,一般,*,*	0
0	・	記号_中黒	0
0	SF	名詞,一般,*,*	1
0	を	助詞,格助詞,一般,*	0
0	多く	形容詞,自立,*,*	0
0	著し	動詞,自立,*,*	0
0	た	助動詞,*,*,*	0
0	。	記号,句点,*,*	0
1	1902	名詞,数,*,*	1
1	年	名詞,接尾,助数詞,*	0
1	8	名詞,数,*,*	1
1	月	名詞,一般,*,*	0
1	9	名詞,数,*,*	1
0	日	名詞,接尾,助数詞,*	0
0	に	助詞,格助詞,一般,*	0
1	Knight	名詞,一般,*,*	1
1	 	記号,空白,*,*	1
0	Bachelor	名詞,一般,*,*	1
0	に	助詞,格助詞,一般,*	0
0	叙せ	動詞,自立,*,*	0
0	られ	動詞,接尾,*,*	0
0	た	助動詞,*,*,*	0
0	[	記号_括弧開	0
0	1	名詞,数,*,*	1
0	]	記号_括弧閉	0
0	[	記号_括弧開	0
0	2	名詞,数,*,*	1
0	]	記号_括弧閉	0
0	。	記号,句点,*,*	0
0	『	記号,括弧開,*,*	0
1	シャーロック	名詞,固有名詞,人名,名	0
1	・	記号_中黒	0
0	ホームズ	名詞,固有名詞,人名,姓	0
0	』	記号,括弧閉,*,*	0
0	シリーズ	名詞,一般,*,*	0
0	に	助詞,格助詞,一般,*	0
0	登場	名詞,サ変接続,*,*	0
0	する	動詞,自立,*,*	0
1	史上	名詞,一般,*,*	0
0	最高	名詞,一般,*,*	0
0	の	助詞,連体化,*,*	0
1	名	接頭詞,名詞接続,*,*	0
1	探偵	名詞,サ変接続,*,*	0
1	シャーロック	名詞,固有名詞,人名,名	0
1	・	記号_中黒	0
0	ホームズ	名詞,固有名詞,人名,姓	0
0	を	助詞,格助詞,一般,*	0
0	生み出し	動詞,自立,*,*	0
0	た	助動詞,*,*,*	0
0	事	名詞,非自立,一般,*	0
0	で	助詞,格助詞,一般,*	0
0	知ら	動詞,自立,*,*	0
0	れ	動詞,接尾,*,*	0
0	、	記号,読点,*,*	0
1	エドガー	名詞,一般,*,*	1
1	・	記号_中黒	0
1	アラン	名詞,固有名詞,人名,名	0
1	・	記号_中黒	0
